Continent,Country,State,City,Name,CenterNumber,long,lat,Address,Zone,ContactPersonName,Mobile_1,Mobile_2,Landline,Email,Email_2
Asia,India,Tamilnadu,Nagapattinam,Nagai MVKM Trust,A.NO.57,79.83754825,10.77376135,"1,Sivan South, Madavalagam St, Velippalayam, Nagapattinam - 1.",Kumbakonam,"A/N.S.Elamaran, M.A, B.Ed.,",9443873919,9443873919,04365 - 248866,nagaimvkmtrust57@gmail.com,
Asia,India,Tamilnadu,Namakkal,Namakkal MVKM Trust,A.NO.58,78.16462524,11.22243832,"No.11, Narasimar Sannadhi Street, Kottai, Namakkal - 637001.",Salem,A/N.S.M.Ramu,9843429387,9788635479,-,sa.a58@vethathiri.ac.in,
Asia,India,Tamilnadu,Chennai,Thiruvottriyur MVKM Trust,A.NO.59,80.2997517,13.1561761,"C/o.A/N.Pushparaj, Programme Officer, No.52/71, Kailash Sector 5th Veethi, Chinnamettupalayam, Thiruvottriyur, Chennai - 600019.",Thiruvallur,A/N.M.AASAITHAMBI,7338758292,9444265990,8248009673 9444100000,ttpmvkmtrust@gmail.com,pushparaj158@gmail.com
Asia,India,Tamilnadu,Thiruvarur,Tiruthuraipoondi MVKM Trust,A.NO.60,79.6361748,10.5251306,"569/1, Balraj Nagar, Mannai Salai, Tiruthuraipoondi - 614713.",Kumbakonam,A/N.S.A.T.S.Sudanthiramani,8675637437,9842340857,"04369 - 222314, 222262, 223751",ttpmvkmtrust@gmail.com,
Asia,India,Tamilnadu,Nilgiris,Gudalur MVKM Trust,A.NO.63,76.5372625,11.5158296,"No.10/65, Kalyani Jewellary 1st Floor, Ooty - Mysore Main Road, Gudalur, Nilagiri 643 212.",Coimbatore,A/N.N.Thangamani,9443857060,9442006224,-,gudalurmvkmedu@gmail.com,
Asia,India,Tamilnadu,Kumbakonam,Kumbakonam MVKM Trust,A.NO.64,79.7419238,10.9412207,"No.47, Noor Nagar, Pidarikulam Road, Thiruvidaimarudoor Road, Kumbakonam-612 001. ",Kumbakonam,A/N.P.Dorai,9443145795,9443142928,0435-2430601,kum.mvkmtrust@gmail.com,
Asia,India,Puducherry,Karaikal,Karaikal MVKM Trust,A.NO.65,79.8464804,10.9075513,"Arivuthirukoil, 5th Cross Street, Extension, MMG Nagar, Karaikkal - 609 602.",Kumbakonam,A/N.K.N.Shanmuganatham,9443057061,7598198009,04368 - 222880,karaikkalmvkmtrust@gmail.com,
Asia,India,Tamilnadu,Madurai,Madurai Nagar MVKM Trust,A.NO.66,78.12145,9.92483,"139, G.R. Complex, North Marath Street, Simmakkal, Madurai 625 001.",Madurai,A/N.M.Surulikumarn,9443661743,9047867416,-,madurainagarmanavalakalai@gmail.com,
Asia,India,Tamilnadu,Dharmapuri,Dharmapuri MVKM Trust,A.NO.69,78.1361409,12.1065271,"No.1 - J, Vasugounder St, Dharmapuri - 636701. ",Hosur,"A/N.M.Pattabiraman,",9442260893,8925182721,-,sa.a69@vethathiri.ac.in,thandavel1980@gmail.com
Asia,India,Tamilnadu,Salem,Elampillai MVKM Trust,A.NO.71,78.007,11.6,"No.9 - 1/20, Kakapalayam Main Road, Elampillai Post, Salem - 637 502.",Salem,"A/N.M.K.V.Koteeswaran,",9842669857,9043355515,-,sa.a71@vethathiri.ac.in,
Asia,India,Tamilnadu,Mailaduthurai,Mailaduthurai MVKM Trust,A.NO.74,79.6417893,11.0986902,"C/o.54, A, Periya Saliya St, Koorainadu, Mailaduthurai - 1.",Kumbakonam,"A/N.G.Venkatrajulu,",9442819562,9965524387,-,mydmvkmtrust@gmail.com,sharpsudharsan@gmail.com
Asia,India,Tamilnadu,Trichy,Trichirappalli MVKM Trust,A.NO.75,78.6960045,10.8306293,"1st Street (West), V.N.Nagar, Chinthamani, Trichy 620 002.",Trichy,"A/N.R.S.Jambu Lingam, sinivasan, Manikam",9443531522,9443125509,"9952266685, 0431-2707050",trichy.skyyoga@vethathiri.ac.in,kumarchinnasamy06@gmail.com
Asia,India,Tamilnadu,Thiruvarur,Nidamangalam MVKM Trust,A.NO.76,78.87578296,10.95015865,"4A, Keela Street, Nidamangalam - 614 404.",Kumbakonam,A/N.R.Krishnamoorthy,9952492722,9952492722,"9787092755, 7598411765",needamangalammvkmtrust@gmail.com,
Asia,India,Tamilnadu,Chengalpattu,Kalpakkam MVKM Trust,A.NO.79,80.12757421,12.55944086,"802, 8th Floor, Thamirabarani, DAE Township, Anupuram - 603 127",Kancheepuram,A/N. A.Vetrivel,9442327881,9444103846,-,sa.a258@vethathiri.ac.in,
Asia,India,Tamilnadu,Salem,Salem Seelanaickenpatti MVKM Trust,A.NO.80,78.1443285,11.6194887,"C/o.A/N.Shanmugam, MIC, No.156/156, Samiyappa Nagar, Seelanaickenpatti, Salem - 636201.",Salem,A/N.RPS.Venugopal,9790614885,-,-,sa.a88@vethathiri.ac.in,
Asia,India,Tamilnadu,Chennai,Anna Nagar MVKM Trust,A.NO.82,80.2029689,13.0854894,"E-10, Sneham Apartments, 3 Park Road, Padi (Anna Nagar West Ext), Chennai - 600 050. ",Chennai,A/N.N.Jayaraman,9444122284,9445236242,044-26160537,sa.a366@vethathiri.ac.in,
Asia,India,Tamilnadu,Namakkal,Sendamangalam MVKM Trust,A.NO.84,78.1677236,11.2194391,"Vethathiri Nagar, Jangalapuram, Senthamangalam - 637 409. Nammakkal Dist.",Salem,A/N.K.Sundaram,9442701601,-,-,sa.a84@vethathiri.ac.in,
Asia,India,Tamilnadu,Salem,Mettur Dam MVKM Trust,A.NO.87,77.6839469,11.4463521,"T.O.C. Vethathiri Nagar, State Bank Colony Quarters Backside, Mettur Dam 636 401.",Salem,A/N.P.Marimuthu,9842798777,-,-,sa.a87@vethathiri.ac.in,
Asia,India,Tamilnadu,Coimbatore,Mettupalayam MVKM Trust,A.NO.91,76.94119083,11.33161878,"C/o.A/N.M.Balasubramanian, MIC, 152 D, K.K.Nagar, Karamadai Road, Mettupalayam, Coimbatore - 641301.",Coimbatore,A/N.V.Balasubramanian,9842237475,-,04254-228845,mvkm.mtp@gmail.com,
Asia,India,Tamilnadu,Coimbatore,Karamadai MVKM Trust,A.NO.92,76.96122344,11.24046826,"T.O.C. 2/308, Thirumoolar Street, Aravindar colony, Karamadai, Coimbatore - 641 104.",Coimbatore,A/N.U.Natarajan,9894845020,9443505890,-,kaymvkm@gmail.com,
Asia,India,Tamilnadu,Erode,Thuckanaickanpalayam MVKM ,A.NO.93,77.38699,11.5070177,"No.66, Mariamman Koil Street, T.N.Palayam, Erode - 638 506",Erode,Bharathi ,90036 48057,9942267991,-,barathibharathi05@gmail.com,
Asia,India,Tamilnadu,Coimbatore,P.N.Pudur MVKM Trust,A.NO.94,76.91602419,11.02231185,"C/o.A/N.Dr.L.Devarajan, Secretary, Anandha Nagar Main Veethi, Anandha Nagar, P.N.Pudur (Post), Coimbatore - 641 041.",Coimbatore,A/N.N.P.Srinivasan,9842781564,9751125976,"9486036405, 9842752564",pnpudurtrust@gmail.com,
Asia,India,Tamilnadu,Madurai,Paramakudi MVKM Trust,A.NO.95,78.591,9.544,"No.3/736, Mandhri Menon Street, Parmakudi - 623707. ",Madurai,A/N.R.Ravindiran,9842212527,8778757217,-,pmkmvkmandram@gmail.com,
Asia,India,Tamilnadu,Chennai,Perambur MVKM Trust,A.NO.97,80.0864421,12.8927617,"66/3, Gnanambal Illam, Melpatti Ponnappa St, Perambur, Chennai - 600039. ",Chennai,A/N.Vadivanandhar,9840204141,9940030649,9444053736,-,
Asia,India,Tamilnadu,Erode,Bhavani MVKM Trust,A.NO.98,77.8007853,11.7862533,"229D, Anna Nagar, Bhavani 638 301. Erode Dist.",Erode, Subasini ,74189 57701,6380402635,6380423274,subhajanani2011@gmail.com,
Asia,India,Tamilnadu,Salem,Salem Kasakaranoor MVKM Trust,A.NO.99,78.1364889,11.6897632,"14/10A, Ragavan St, Bavani Hospital Road, Swarnapuri, Salem - 636 004.",Salem,A/N.Dr.S.P.Kandasami,9442849988,9443242336,8825961281,sa.a99@vethathiri.ac.in,
Asia,India,Tamilnadu,Thiruvarur,Manargudi MVKM Trust,A.NO.100,79.453512,10.6606199,"Quality Furniture Palace, 114 - C, Periya Kadai St, Kalki Building, Mannarkudi-614001.",Kumbakonam,A/N.R.Kailasam,9842370003,9487029765,04367-253706,mng.mvkmtrust@gmail.com,
Asia,India,Tamilnadu,Ramanathapuram,Ramanathapuram MVKM Trust,A.NO.102,78.8334566,9.370589,"175, Devipatinam Road, Kanikarai, Vellipattinam Post, Ramanathapuram - 623504.",Madurai,A/N.R.Murugesan,9443465991,9489275105,,rmdwater@gmail.com,abisara80@gmail.com
Asia,India,Tamilnadu,Nilgiris,Uthagai MVKM Trust,A.NO.104,76.7019038,11.4040343,"Santhosh clinical laboratory, 67/1152, U.M.C. Market Upstairs, Uthagamandalam - 643001",Coimbatore,A/N.M.Sathiyamurthy,9443907787,9443461866,-,arivuthirucoilooty@gmail.com,
Asia,India,Tamilnadu,Vellore ,Alangayam MVKM Trust,A.NO.105,78.75253195,12.6256394,"Sri.Venkateswara Fancy Hall, Cloth Merchant, 154 - Gandhi Road, Alangayam - 635701.",Thiruvannamalai,A/N.S.S.K.Babu,9360671067,-,265649,logathenmozhi@gmail.com,
Asia,India,Tamilnadu,Hosur,Hosur MVKM Trust,A.NO.106,77.8145956,12.7039644,"No.30, Vethathiri Veedhi, Amman Nagar, Near V.J.Kalyana Mahal, Thally Road, Hosur 635109. Krishnagiri Dt.",Hosur,A/N.P.Rangasamy,9342875181,9443316923,9487487362,sa.a106@vethathiri.ac.in,rangasamy.p @gmail.com
Asia,India,Tamilnadu,Chennai,Chennai Secretariat MVKM Trust,A.NO.107,80.13034898,12.97257854,"No.17, Sathiyamoorthy Street, V.O.C. Nagar, Pammal, Chennai 600 075.",Chennai,A/N.G.Rukmani,7871300972,-,-,sa.a106@vethathiri.ac.in,rangasamy.p@gmail.com
Asia,India,Tamilnadu,Nilgiris,Aruvankadu MVKM Trust,A.NO.110,76.76736674,11.37007656,"No.10/155.B, Vinayakar Koil St, Aruvankadu P.O. The Nilgiris - 643202.",Coimbatore,A/N.J.Kanchana,9677492413,9994158404,9443522821,avkmvkm@gmail.com,sharpsudharsan@gmail.com
Asia,India,Tamilnadu,Chennai,Villivakkam MVKM Trust,A.NO.114,80.20972864,13.10795267,"No.29/2, Vellalar Street, Villivakkam, Chennai - 600 049.",Chennai,A/N.P.Sekhar,9444451255,9941292499,9952021074,sekar.wcsc@gmail.com,sa.a218@vethathiri.ac.in
Asia,India,Tamilnadu,Tirupathur,Tirupathur MVKM Trust,A.NO.115,78.5701749,12.5080698,"Vethathiri Nagar, Tamil Nadu Housing Board I, Tirupathur - 635601.",Thiruvannamalai,A/N.S.Sivagnanam,9865295360,9363081160,-,vethathirijayam2020@gmail.com,
Asia,India,Tamilnadu,Thirunelveli,Palayankottai MVKM Trust,A.NO.117,77.7406261,8.7199105,"16-1, Kulasekara Alwar Street, Palayankottai, Tirunelveli - 627 002.",Thirunelveli,A/N.G.A.Venugopal,9443496906,9994660451,"0462-2560240, 9486779329",palayamkottaimvkm@gmail.com,
Asia,India,Tamilnadu,Thirunelveli,Thirunelveli MVKM Trust,A.NO.118,77.6553883,8.7207054,"No.94, Cheran Magadevi Road, Pettai, Thirunelveli - 627004",Thirunelveli,A/N.P.R Chandiran,8903986161,9442537349,9489305400,tirunelvelimvkm118@gmail.com ,thanigaivelm3@gmail.com
Asia,India,Tamilnadu,Thirunelveli,Pothigai MVKM Trust,A.NO.119,77.5179058,8.7271548,"14/15, Muthaiya Street, Sadaiyappapuram, Mukkudal - 1.",Thirunelveli,A/N.G.S.R.Boomibalagan,9443717561,9944391600,9790205408,pothigaimvkm@gmail.com ,subbulakshmir72@gmail.com 
Asia,India,Tamilnadu,Trichy,Manachanallur MVKM Trust,A.NO.121,78.702222,10.907778,"No.19, Ankalamman Koil Street, Manachanallur T.K, Tiruchy 621 005. Maruthi Vision Study center, Maruthi Nagar, NO 1 Toalgate, Trichy",Trichy,A/N Ratha A/N.N.Thiagarajan,9976124637,9894176516,9944379040,maruthistudy.skyyoga@vethathiri.ac.in,Manachanallur.skyyoga@vethathiri.ac.in 
Asia,India,Tamilnadu,Chennai,MKB Nagar MVKM Trust,A.NO.122,80.26299616,13.12537169,"C/o.V.Palani, Secretary, M14/12, Mathiya Nizhar Salai, Chennai 600 039.",Chennai,A/N.N.Hariraman,9444547484,-,-,-,
Asia,India,Tamilnadu,Namakkal,Tiruchengode MVKM Trust,A.NO.124,77.8859968,11.3639364,"26/3, Vazhga Valamudan Illam, Malaisuthi Road, Valaraigate, Karattupalayam, Sirumolani (Post), Tiruchengode - 637 209.",Erode,"A/N.S.Gunasekaran, ",9442279999,7373615156,9894913259,karthikmat1990@gmail.com,
Asia,India,Tamilnadu,Sivagangai ,Karaikkudi MVKM Trust,A.NO.125,78.7801544,10.0731315,"No.2, Manakiri Palaniyappan Street, Puthusanthai Road, Karaikkudi - 630 001. ",Madurai,A/N.T.Marimuthu,9865175103,9486671975,-,karaikudimvkm@gmail.com,
Asia,India,Tamilnadu,Trichy,Bhel MVKM Trust,A.NO.127,78.7396413,10.804558,"Vethathiri Nagar, Balaji Nagar Bus Stop, Kattur Post, Trichy 620 019. ",Trichy,"A/N Jayaprakash, krishnasamy, Hari","9442521250, 9442573876",9489044624,0431-4314973803,bhel.skyyoga@vethathiri.ac.in,
Asia,India,Tamilnadu,Chennai,Adambakkam MVKM Trust,A.NO.129,80.20014874,12.99353148,"C/o.A/N.R.Baskaran, Secretary, No.6/34, East Vellalar 1st St, Universal Eng Complex, Adambakkam, Chennai - 600088. ",Kancheepuram,A/N.T.M.Laxmipathy,9381399555,-,044-22530066,adambakkamtrust129@gmail.com,
Asia,India,Tamilnadu,Tiruppur,Palladam MVKM Trust,A.NO.130,77.29816345,11.00249768,"Arivuthirukoil, Vinayagar Mandapam backside, Tirupur Road, Rayarpalayampudur, Palladam 641 664.",Tiruppur,A/N.P.Saminathan,9043440550,9843360220,-,palladamtrust@gmail.com,
Asia,India,Tamilnadu,Tiruppur,Tiruppur MVKM Trust,A.NO.132,77.335314,11.0934405,"No.26, Jothipuram, Alankadu, Karuvampalayam, Tiruppur - 641604. ",Tiruppur,A/N.V.M.Kandasamy,8903621706,9677488688,"0421-4528330, 4355588, 9677455655",tkpmvktrust@gmail.com,
Asia,India,Tamilnadu,Coimbatore,Pollachi MVKM Trust,A.NO.133,76.99982044,10.66327594,"Dr.Sankunni Memorial Hospital Complex, East Gate, 17/36, Palakkad Road, Pollachi - 642 001. ",Coimbatore,A/N.K.Kumaraguru,9790277755,9942909090,"04259 - 224619, 9443510941",vethathirimaharisi123@gmail.com,
Asia,India,Tamilnadu,Perambalur,Perambalur MVKM Trust,A.NO.135,78.88089583,11.23447655,"Arivuthirukoil, Vethathiri Nagar, Palakarai, Thuraimangalam Post, Perambalur - 621 220.",Trichy,"A/N.S.Chandrasekaran, Nisha, sundar","9787775780, 8072649287.",9585500303,"04328-225446, 9585500303, 304, 301 ",perambalur.skyyoga@vethathiri.ac.in,
Asia,India,Tamilnadu,Viluppuram,Villupuram MVKM Trust,A.NO.136,79.48303772,11.94376483,"No.11, Advocate Nagar, Vandimedu, Villupuram - 605 602.",Viluppuram,A/N.V.Vivekanandan,9842097749,9443537921,"04146-250749, 9486282160",villupurammvkmtrust@gmail.com,vpm.vivek123@gmail.com
Asia,India,Tamilnadu,Kancheepuram,Kanchipuram MVKM Trust,A.NO.137,79.7036402,12.8341735,"54,Adhiyamaan Nagar, Kalainar Salai, Sevilimedu Post, Kanchipuram - 631 502.",Kancheepuram,A/N.S.Vetrichelvi,9789681628,9382839903,044-27237169,<kanchiarivuthirukovil@gmail.com,
Asia,India,Tamilnadu,Ranipet,Ranipetttai MVKM Trust,A.NO.139,79.3321115,12.9341127,"Jothi Vallalar Mandram, Sangam Street, Navalpur, Ranipet 632 402.",Thiruvannamalai,A/N.M.Dharmarajan,9486437373,-,-,sdeenadayalan777@gmail.com,
Asia,India,Tamilnadu,Trichy,Musiri MVKM Trust,A.NO.141,78.5618799,10.983455,"5, Cauvery Nagar, Bye Pass - T.Pet Road, Musiri 621 211, Tiruchy Dist.",Trichy,A/N.M.Pathmavathi,9788066261,9750411745,9486753097,musiri.skyyoga@vethathiri.ac.in,
Asia,India,Tamilnadu,Chidambaram,Chidambaram MVKM Trust,A.NO.144,80.1282852,13.1237533,"8, Melaveethi, (Near Kanchi Thotti Bus Stand), Chidambaram - 608001.",Viluppuram,A/N.N.R.Ravichandran,9363131000,9345171227,-,arivuthirukovilcdm@gmail.com,malathi.palanivelu@gmail.com
Asia,India,Tamilnadu,Thanjavur,Pattukottai MVKM Trust,A.NO.145,79.3095848,10.4293863,"47/F-55, R.R. Illam, Venkidachalam Nagar, Aranthangi Road, Pattukkottai 614 601.",Kumbakonam,A/N.M.Ramalingam,9444788358,9444788358,-,pktmvkmtrust@gmail.com,
Asia,India,Tamilnadu,Coimbatore,Somanur MVKM Trust,A.NO.147,77.19079863,11.08718892,"10/8, Mill Road, Somanur - 641668.",Coimbatore,A/N.R.Subramaniyam,9842902133,9578033889,-,somanurtrust147@gmail.com,
Asia,India,Tamilnadu,Chennai,Ambathur MVKM Trust,A.NO.150,80.1470326,13.1190942,"No.14/2 - C, Nainiammal Street, Krishnapuram, Ambathur, Chennai - 600053.",Thiruvallur,A/N.E.SEKAR,9884739875,9444797098,044-26585413,ambatturmvkm53@gmail.com,sekar.ekambaram@gmail.com
Asia,India,Tamilnadu,Chennai,D.M.S.MVKM Trust,A.NO.151,80.2455126,13.166812,"No.2673, LIG II, MMDA, Mathur, Manali, Chennai - 600068.",Chennai,A/N.K.Nagaraj,9841803882,-,044-25010142,raj27051964@gmail.com,
Asia,India,Tamilnadu,Coimbatore,Peelamedu MVKM Trust,A.NO.154,77.0034907,11.04152414,"C/o. A/N.R.Devilakshmi, Secretary, 239/94, LIG II, ""ARAVIND NIVAS"", Gandhi Managar, Peelamedu (Post), Coimbatore - 641 004.",Coimbatore,A/N.P.Saravanan,9789128293,9894821565,-,annbu54@gmail.com,
Asia,India,Tamilnadu,Salem,Edaippadi MVKM Trust,A.NO.155,77.8387867,11.5847632,"Kalai Arangam Theatre, 31-C, Davantheru, Edaipadi-637101. ",Salem,A/N.N.Devarajan,9842722905,7373099905,"04283 - 222905, 9842709969",sa.a155@vethathiri.ac.in,
Asia,India,Tamilnadu,Cuddalore,Neyveli MVKM Trust,A.NO.159,79.48680617,11.61136795,"D-4, Moon Street, Block-19, Neyveli - 607 803.",Viluppuram,A/N.K.P.Udayakumar,9442250921,9488788640,-,skyneyveli@gmail.com,neyvelimvkm2021@gmail.com
Asia,India,Tamilnadu,Namakkal,Komarapalayam MVKM Trust,A.NO.160,77.69742203,11.43523721,"45/1, Maharishi Nagar, Ayyan Thottam, Komarapalayam 638 183. Namakkal Dist.",Erode,Mohanamala,99424 74933,9842761111,-,malathi161176@gmail.com,
Asia,India,Tamilnadu,Nilgiris,Kollapalli MVKM Trust,A.NO.162,76.3292754,11.5251883,"No.6/119, 2, Kolapalli Main Road, Kollapalli, Pandalur.T.K - 643253.",Coimbatore,A/N.Rajaratnam,9487073080,9442081457,7538277759,arulbiomed123@gmail.com,
Asia,India,Tamilnadu,Viluppuram,Gingee MVKM Trust,A.NO.170,79.4113072,12.2524408,"No.1D, Vasudevan Street, Periyagaram, Gingee 604 202. ",Viluppuram,A/N.K.Balu,9486515239,9488526713,9486150017,ashokgomathi1981@gmail.com,gdurai29@gmail.com
Asia,India,Tamilnadu,Kangeyam,Kangeyam MVKM Trust,A.NO.172,77.5609843,11.0053238,"493/3, Arivuthirukoil, Udaiyar Colony, Covai Road, Kangeyam 638 701.",Tiruppur,A/N.P.Palanisamy,9443312885,9442247477,04257 - 224006,vethathirikangayam@gmail.com ,
Asia,India,Tamilnadu,Thoothukudi,Muthu Nagar MVKM Trust,A.NO.174,78.1222336,8.7039972,"C/o. A/N. S. Perumal, 5/248, E-11,Thangamani Nagar,1st Street, Muthaiyapuram Post,Thoothukudi - 628005.",Virudhunagar,A/N.RADHA KRISHNAN,9566406638,8778737715,9944002438,muthunagarmvkm@gmail.com,
Asia,India,Tamilnadu,Thoothukudi,Thoothukudi MVKM Trust,A.NO.177,78.1165309,8.7849243,"No.5/239, C-1, NGO Colony 3rd Extn, Ganesh nagar, Thoothukudi - 628008",Virudhunagar,S. Marriappan,9486453540,9444566849,9443120466,toc.tuticorinmvkm@gmail.com,marriappansethu@gmail.com
Asia,India,Tamilnadu,Namakkal,Rasipuram MVKM Trust,A.NO.178,78.1906417,11.4545086,"M/s.Soundhars Vet Agencies, 1B, Kattur Kattu Kottai, 1B Kattur Road, Rasipuram T.K., Namakkal Dist 637 408.",Salem,A/N.M.Soundararajan,9791200724,9345541669,04287-224905,sa.a178@vethathiri.ac.in,
Asia,India,Tamilnadu,Erode,Ammapet MVKM Trust,A.NO.185,77.7409162,11.6213431,"GG Complex, Main Road,vethathiri kudil ,Ammapettai-638311",Erode,Kanagaraj ,99650 81074,9443948101,9688672561,kanagaraj.v2@gmail.com,
Asia,India,Tamilnadu,Karur,Karur MVKM Trust,A.NO.187,78.06514977,10.96274775,"No.142, LGB Nagar, Karur - 639002.",Erode,A/N.K.Balasubramanian,9360133738,9843297297,"04324 - 248230, 9443287289 ",arivuthirukoilkarur@gmail.com,
Asia,India,Tamilnadu,Chennai,Saidapettai MVKM Trust,A.NO.189,80.2231266,13.0212991,"Door No.21/12, Ethiraj-Amirtha Valli Illam, Mosque Street, West Saidapet, Chennai - 600 015.",Chennai,A/N.T.E.Srinivasan,9790847120,-,-,-,
Asia,India,Tamilnadu,Thiruvannamalai,Thiruvannamalai MVKM Trust,A.NO.190,79.05848082,12.26205121,"Vethathiri Nagar, Kanchi Road,(Near Kubaraperrumal Koil), Thiruvannamalai T.K. 606 604.",Thiruvannamalai,A/N.S.Dhamodharan,9443227181,9842341014,9443492347,tv.a190@vethathiri.ac.in,
Asia,India,Tamilnadu,Virudhunagar,Virudunagar MVKM Trust,A.NO.191,77.960239,9.574156,"5/736, Nethaji Street, NGO Colony West, Madurai Road, Virudunagar 626 001.",Virudhunagar,"A/N.K.Ramanathan,    N. Maheswari ",9751448248,9585418720,9092427487,mvkmviruthunagar@gmail.com,srihari200035@gmail.com
Asia,India,Tamilnadu,Chennai,Chepaukkam MVKM Trust,A.NO.192,80.2805753,13.0639677,"C/o.S.Palaniyammal, Office of the Chief Engineer PWD, Plan Formulation Office, Chepaukkam, Chennai 600 005.",Chennai,A/N.Er.R.Jeyaprakasam,9962752722,9444453391,9865235689,-,
Asia,India,Tamilnadu,Chennai,Jawahar Nagar MVKM Trust,A.NO.193,80.22702245,13.1248748,"Neltex Hall, B - 90, 1st Main Road, Jawahar Nagar, Chennai - 600082. ",Chennai,A/N.K. Selvamuthiah,9840705118,9444246694,044-26702433,-,
Asia,India,Tamilnadu,Kallakuruchi,Kallakuruchi MVKM Trust,A.NO.194,78.96537282,11.73615498,"Flat No.78, Sakthi Nursing Home, Sundara Vinayagar Koil St, (Near Mahalakshmi Theater), Kallakurichi-606202. ",Viluppuram,A/N.Venkatasubramaniyan,9789226027,8056891499,9994129405,udhay_natesan@yahoo.com,venkatsudar67@gmail.com
Asia,India,Tamilnadu,Trichy,Manaparai MVKM Trust,A.NO.195,78.6304128,10.5086096,"262, Indira Nagar, Manapparai 621 306.",Trichy,A/N.A.Varadharajan,9543435535,9942193640,04332-260001,Manachanallur.skyyoga@vethathiri.ac.in ,
Asia,India,Tamilnadu,Thanjavur,Thanjai MVKM Trust,A.NO.196,79.1265161,10.7747496,"Vethathiri Kudil, 14,Srinivasa Nagar, Co-Operative Colony Salai, Thanjavur - 613007.",Kumbakonam,A/N.K.Saravanan,9443586068,9843385133,-,thanjaimvkmtrust@gmail.com,
Asia,India,Tamilnadu,Udumalai,Udumalai MVKM Trust,A.NO.197,77.24894438,10.59733959,"Lakshmi Nagar Bus Stop, Tiruppur Road, Eripalayam, Udumalapet 642 126.",Tiruppur,A/N.A.Rajaram,9443216586,-,-,sky.udt@gmail.com,
Asia,India,Tamilnadu,Thirunelveli,Courtallam MVKM Trust,A.NO.198,77.5301671,8.7330148,"Arun Illam, 47/31-A, Kamaraj Nagar, Pavoorchathiram, Tirunelveli - 627 808.",Thirunelveli,A/N. A.Annaamalayor,9443496949,9597406769,-,cmvkm1@gmail.com ,annaamalayor@gmail.com 
Asia,India,Tamilnadu,Thiruvarur,Valangaimon MVKM Trust,A.NO.199,79.3950559,10.8892374,"No.32, Chetti Street, Valangaimon - 612804.",Kumbakonam,A/N.V.Rathinasabapathy,9894421065,8608799161,-,valangaimaanmvkmtrust@gmail.com,
Asia,India,Tamilnadu,Chennai,Velachery MVKM Trust,A.NO.200,80.2239905,12.9817507,"Sai Akil - 4/3, Dr.Seethapathi Nagar, Fourth Cross Street, Velachery, Chennai 600 042.",Chennai,A/N.S.Gnanasambandan,9444412471,-,044-22433593,sgsambandam@ahoo.com,
Asia,India,Tamilnadu,Puthukottai,Aranthangi MVKM Trust,A.NO.202,79.3122327,10.4245778,"11C, L.N. Puram-1, Aranthangi - 614 616.",Trichy,"A/N.A.Nehru, suresh",9894466219,9894466219,",9942502224",aranthangi.skyyoga@vethathiri.ac.in,
Asia,India,Tamilnadu,Chennai,Ullagaram MVKM Trust,A.NO.204,80.1959771,12.9775419,"No.14, Sabapathy St, Narmatha Nagar, Ullagaram, Chennai - 600091. ",Kancheepuram,A/N.D.Shanthi,9444627940,9840139536,-,umkm2003@gmail.com,
Asia,India,Tamilnadu,Chennai,Avadi MVKM Trust,A.NO.205,80.1146751,13.1106305,"Dhanagiri"", No.11, 5th St, J.B.Estate, Avadi, Chennai 600 054. ",Thiruvallur,A/N.SRIDHAR,9443399045,7708413461,-,avadimvkm@gmail.com,
Asia,India,Tamilnadu,Virudhunagar,Sathur MVKM Trust,A.NO.206,77.9110321,9.3644204,"11/25, Murugam Koil North Mada St, Sathur - 626203. ",Virudhunagar,A/N.M.Rajasudalaimuthu,9442060592,-,04562 - 260077,satturmvkm@gmail.com;,
Asia,India,Tamilnadu,Chennai,Chennai Kuyapet MVKM Trust,A.NO.209,80.25483561,13.09746208,"No.52, Kandasami Koil Street, Kuyapet, Chennai - 600012.",Chennai,A/N.Srini.Elangovan,9381881102,9444275746,"044-26620903, 9841901035",sgsambandam@ahoo.com,
Asia,India,Tamilnadu,Vellore ,Ambur MVKM Trust,A.NO.210,78.7129248,12.787257,"C/o.P.S.Jayavel, Secretary, No.9/3 B, Old Hospital Street, Krishnapuram, Ambur - 635802.",Thiruvannamalai,A/N.K.Baskaran,9444636971,9443145480,-,seenielangovan@gmail.com,sivavalamudan@gmail.com
Asia,India,Tamilnadu,Hosur,Krishnagiri MVKM Trust,A.NO.211,78.2146607,12.5283577,"No.43/55, 1st Cross, Jakkappan Nagar, Krishnagiri - 635 001.",Hosur,A/N.T.K.Shanmugam,9787708306,9843690051,"04343 - 232112, 225905 ",sa.a211@vethathiri.ac.in,sharpsudharsan@gmail.com
Asia,India,Tamilnadu,Salem,Salem Dadagapatti MVKM Trust,A.NO.212,78.1521676,11.6330913,"6th Mariamman Koil Street, (SBI Backside), Dadagapatti, Salem - 636006.",Salem,Prof.A/N.T.P.R.Palanesamy,9790004494,-,0427 - 2465286,Sa.a 212@vethathiri.ac.in,
Asia,India,Tamilnadu,Salem,Salem Kitchipalayam MVKM Trust,A.NO.213,78.16852901,11.6458508,"149A, I Floor, 3rd Cross V.O.C. Nagar, Kichipalayam, Salem - 636 015.",Salem,A/N.V.Manoharan,9487997175,9488067122,0427-2267122,sa.a213@vethathiri.ac.in,
